x,y,theta
1.0,1.0,1.3004894176792285
1.1720180090413252,1.620805117804317,1.2947782748003256
1.2402833275736358,1.8618140981336146,1.2947647683329424
1.408019923329687,2.453973404411529,1.2942426548001844
1.5706677775201705,3.027026782103971,1.2953210591019784
1.7120616924710137,3.5272497391972273,1.2927216876301295
1.8411270792250285,3.979363706259901,1.3057361678023602
2.016505096033839,4.625449030705995,1.4173401269212256
2.0352552468479232,4.746674097078969,1.5230692752352009
2.079854951088298,5.6804387757953325,1.5230692752352009
2.079854951088298,5.6804387757953325,3.8298160723180343
2.079854951088298,5.6804387757953325,0.5801301615844039
2.839051548702942,6.177981680538434,0.5645877240436892
3.2956107378501023,6.467147559561861,0.5878041959590219
3.934029900901544,6.8925773953819185,0.8648244440626294
4.161935574292697,7.159900143217428,1.1031587891148864
4.3419549035104215,7.5163758928281625,1.1088289732482592
4.565578113430778,7.965507369788628,1.114292333767647
4.854765947155767,8.554362167398558,1.114292333767647
4.854765947155767,8.554362167398558,6.014092263195397
4.854765947155767,8.554362167398558,0.4817012457810779
5.613028944808441,8.950763187265421,0.20218640075019267
5.769830146420289,8.982905440865299,0.18244861485565705
5.9083695287685964,9.008466006420532,-0.08749777941462102
6.530440018941041,8.953896890901532,-0.07693528335372435
7.000639601243714,8.91765040980424,-0.06991607441356434
7.373676322245356,8.891526566090121,-0.0688566735392696
7.86971585580566,8.857316851261848,-0.08462069368759466
8.642621841656274,8.791756450544673,-0.16699879428845382
9.14074267647219,8.707788836916137,-0.16699879428845382
9.14074267647219,8.707788836916137,0.2063317641989193
9.14074267647219,8.707788836916137,-1.47442363807349
9.185728385393285,8.242445885270792,-1.4879532653592493
9.244628084258208,7.533093842829873,-1.5010873301038135
9.273427246925255,7.120629160154417,-1.4888124211101246
9.307157166868324,6.71013010601137,-1.4692785743466399
9.371099139910394,6.082435327925754,-1.4788343374968183
9.458256801954587,5.137351099050916,-1.4675124159357347
9.51126586148835,4.625941022144916,-1.7331663256759173
9.485993408747206,4.471663956654916,-1.8393126641473048
9.340881204974808,3.944292900274138,-1.8115670440788367
9.107307069366756,2.9930014587533664,-1.796723558543758
8.939614534263697,2.2634320558126975,-1.5501531844344414
8.944406028352976,2.0313543337488493,-1.098724719971139
9.030887862526024,1.861973008750843,-0.7592931802385188
9.39456202563297,1.516807302994351,-0.7592931802385188
9.39456202563297,1.516807302994351,0.695967573395079
9.39456202563297,1.516807302994351,-3.0530014039414217
8.595540143882548,1.4458351860259444,-3.076563930886413
7.815016002907557,1.395007031631477,-3.0368169192288414
7.109253179141137,1.3207884250164132,-3.0909933545314328
6.55764434659626,1.292853560222064,3.0096253420116335
6.045202524736387,1.3608744587435921,2.873036234774195
5.72830149485186,1.4480870808909958,2.802443350397107
5.218179793281943,1.6280478257066107,2.766712320096416
4.666816198614245,1.8450029903719642,2.7727873004299943
3.7801087613528863,2.1877060429190722,2.808811337162749
3.0105337507115264,2.4536984622940707,-2.79965892602321
2.7548875603856193,2.362710387625138,-2.351055372575599
2.54845940701544,2.154149538184614,-2.4133862334881715
1.957409406353181,1.6271145764026145,-2.4133862334881715
1.957409406353181,1.6271145764026143,6.0236130248694675
