x,y,theta
9.392442272227548,2.160617651810813,-0.062050453523396894
10.141294148557458,1.3125487469940087,1.5087458732715002
10.989363053374262,2.061400623323918,3.0795422000663963
10.240511177044352,2.909469528140723,-1.632846780318293
9.932616231930007,9.454654725337598,5.3845042840847155
10.124836400127853,8.169916850540567,7.478899386477911
11.14134195280719,8.978753336718135,3.2901091816915202
3.0214378876220156,1.973215734257077,4.590930049638526
2.9002773692054538,0.9805828067470989,7.7325227032283195
5.88920930202082,8.269081355349332,2.7853235803337895
1.0433892691473137,4.828097363713941,0.9823031798004827
